t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
56.78,-3.32907,8.40173,0.354465,-2.13623,175.232,0.488281
56.785,-3.38177,8.28197,0.25866,-0.671387,177.063,-0.305176
56.791,-3.47757,8.13349,0.229927,0.915527,177.978,-1.0376
56.795,-3.53984,8.04247,0.158069,2.50244,178.101,-1.77002
56.801,-3.66917,7.94668,0.0862201,3.84522,177.185,-2.56348
56.805,-3.77934,7.87482,0.0766455,5.12695,175.232,-3.35693
56.811,-3.86556,7.75028,0.0239462,6.28662,172.607,-4.3335
56.815,-3.95657,7.70238,0.0479022,7.32422,168.945,-5.43213
56.821,-3.9901,7.63053,0.0814328,8.54492,164.246,-6.40869
56.825,-4.03321,7.60179,0.100592,9.46045,159.18,-7.38525
56.831,-4.10506,7.60179,0.167653,10.3149,153.564,-8.23975
56.836,-4.14338,7.56826,0.17244,11.4136,147.461,-8.97217
56.84,-4.17212,7.56826,0.191599,12.207,140.991,-10.0098
56.846,-4.15775,7.60179,0.229927,13.0005,134.46,-10.9863
56.85,-4.16734,7.63053,0.282616,13.7329,128.052,-11.8408
56.856,-4.14818,7.69281,0.301775,14.1602,121.704,-12.6953
56.86,-4.11465,7.69281,0.301775,14.5264,115.662,-13.6108
56.866,-4.09548,7.70238,0.301775,15.1367,109.619,-14.4043
56.87,-4.07632,7.73591,0.349677,15.686,104.004,-15.1367
56.875,-4.05716,7.7934,0.421526,16.1133,98.3887,-15.625
56.881,-4.02843,7.87482,0.536489,16.7236,92.7124,-16.1743
56.885,-3.96137,7.985,0.694558,17.0898,87.4023,-16.7236
