t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
56.747,-3.65959,-11.4195,-1.72921,50.415,-37.8418,57.9834
56.751,-3.64522,-11.2518,-1.70047,50.415,-35.9497,60.6689
56.756,-3.61648,-10.9692,-1.6334,50.0488,-34.4849,63.3545
56.762,-3.59732,-10.6387,-1.60466,49.3164,-32.959,65.918
56.766,-3.52068,-10.3848,-1.5424,48.4619,-31.4331,68.6035
56.772,-3.4153,-10.0926,-1.48012,47.3633,-29.6631,71.3501
56.776,-3.40572,-9.81958,-1.41306,45.8374,-27.5879,73.7915
56.782,-3.39135,-9.55613,-1.37474,43.9453,-25.4517,75.8667
56.786,-3.3674,-9.36932,-1.32205,42.6025,-23.5596,77.5146
56.791,-3.32907,-9.16813,-1.2981,40.7104,-22.0337,79.2847
56.797,-3.31471,-8.99569,-1.25978,38.5742,-20.813,81.0547
56.802,-3.2716,-8.84241,-1.25978,36.8042,-19.7144,82.2754
56.807,-3.23807,-8.67476,-1.24541,34.79,-18.9209,83.374
56.812,-3.23328,-8.54064,-1.20709,32.959,-18.0664,84.3506
56.817,-3.21412,-8.40173,-1.19751,31.0059,-17.5171,85.2661
